job_name,comp_name,job_desc,job_tags
Q BURGER(中和板南店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三重集成店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北五工店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園大業店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新店三民店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(信義信安店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(大安樂業店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(桃園縣府店) 加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(北投中和店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(平鎮育達店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(基隆愛六店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(樹林八德店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市三峽區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(五股西雲店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市新店區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市土城區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市文山區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q Burger【三重慈愛】早午餐正職服務員【38K-45K】招募中,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,習補助金/團體保險…等#薪資會因個人資歷或績效而異‖如果你想發展‖在Q Burger，不用身懷絕技，只需要一顆熱情的心以及願意配合公司的發展正職服務員養成2-4個月→襄理→實習店經理→店經理,[]
Q BURGER(新店玫瑰店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(汐止中興店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(板橋懷德店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(永和安樂店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(板橋四川店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市汐止區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三重重陽店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台灣創始店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(彰化民生店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新莊頭前店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(大橋頭店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三重創英店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
